 speaker,original_speakerid_in_metadata,gender,ethnicity,occupation_type,education_type,occupation,education,childcity,childloc,childzip,childstate,childLat,childLong,teencity,teenloc,teenzip,teenstate,teenLat,teenLong,adultcity,adultzip,adultstate,MT_taskname,consented_for_audio_to_be_public,origin,adult_latitude,adult_longitude
1202,2,F,white,Vet tech,assoc,3,3,Barre,rural,5641,VT,44.1888417,-72.4721672,Barre,rural,5641,VT,44.1888417,-72.4721672,Barre,5641.0,VT,2016_9_1_10_iDnTV,yes,MechanicalTurkProject,44.1969042,-72.5007458
1203,3,M,white,IT Systems Admin,somecoll,2,3,Haverhill,suburban,1830,MA,42.7963128,-71.0534357,Beverly,suburban,1915,MA,42.5702689,-70.8669963,Haverhill,1830.0,MA,2016_9_1_10_KxTmQ,yes,MechanicalTurkProject,42.7777829,-71.0767724
1204,4,M,black,educator,grad,3,5,Hampden,rural,4444,ME,44.7289801,-68.9499635,Hampden,rural,4444,ME,44.7289801,-68.9499635,Poughkeepsie,,NY,2016_9_1_10_PLXdY,yes,MechanicalTurkProject,41.7065539,-73.9283672
1205,5,F,white,Manager - Education,grad,2,5,Torrington,suburban,6790,CT,41.8340524,-73.1314132,Torrington,suburban,6790,CT,41.8340524,-73.1314132,Worcester,1606.0,MA,2016_9_1_10_QgLoq,yes,MechanicalTurkProject,42.2625621,-71.8018877
1206,6,M,white,Social Worker,grad,3,5,Danbury,urban,6810,CT,41.3742839,-73.4576107,Bristol,urban,6010,CT,41.6815776,-72.9407487,Hartford,6101.0,CT,2016_9_1_10_sqfmo,yes,MechanicalTurkProject,41.764582,-72.6908547
1207,7,F,white,self-employed,somecoll,4,3,Johnston,suburban,2919,RI,41.8274402,-71.5198792,Lincoln,suburban,2865,RI,41.9131452,-71.44834,Lincoln,2865.0,RI,2016_9_1_10_UgNyQ,yes,MechanicalTurkProject,41.9529237,-71.4663863
1208,8,F,white,marketing,bach,3,4,Roslindale,urban,2131,MA,42.2843326,-71.1262275,Roslindale,urban,2131,MA,42.2843326,-71.1262275,Ashland,1721.0,MA,2016_9_1_11_CnFcu,yes,MechanicalTurkProject,42.2599608,-71.4642596
1209,9,F,white,manager,bach,2,4,brockton,urban,2302,MA,42.0881234,-70.9982927,brockton,urban,2302,MA,42.0881234,-70.9982927,brockton,5446.0,MA,2016_9_1_11_JsqqJ,yes,MechanicalTurkProject,42.0834335,-71.0183787
1210,10,M,mixed,Student,bach,3,4,Everett,urban,2149,MA,42.4059375,-71.0546487,Peabody,suburban,1960,MA,42.5342016,-70.969734,Boston,2108.0,MA,2016_9_1_11_kgRbI,yes,MechanicalTurkProject,42.3554334,-71.060511
1211,11,F,white,Student,bach,3,4,Peabody,suburban,1960,MA,42.5342016,-70.969734,Peabody,suburban,1960,MA,42.5342016,-70.969734,Downtown Boston,2116.0,MA,2016_9_1_11_mRDIR,no,MechanicalTurkProject,42.353713,-71.0576247
1212,12,F,white,Director of Operations Performance Delivery,grad,2,5,Wethersfield,suburban,6109,CT,41.7024837,-72.6693014,Wethersfield,suburban,6109,CT,41.7024837,-72.6693014,Milford,3055.0,NH,2016_9_1_11_xcmPw,yes,MechanicalTurkProject,42.8355775,-71.6495345
1213,13,F,white,Therapeutic Recreation Specialist,bach,3,4,Ellsworth,rural,4605,ME,44.6728094,-68.3918412,Ellsworth,rural,4605,ME,44.6728094,-68.3918412,Portland,4102.0,ME,2016_9_1_12_flJat,yes,MechanicalTurkProject,43.6573605,-70.2586618
1214,14,F,white,cocktail waitress,bach,5,4,Williamsburg,rural,1096,MA,42.3971395,-72.7635717,Northampton,suburban,1060,MA,42.3214882,-72.6305882,Portland,4101.0,ME,2016_9_1_12_QSdbe,yes,MechanicalTurkProject,43.6573605,-70.2586618
1215,15,F,white,self employed,bach,4,4,Quincy,urban,2169,MA,42.248386,-71.0022792,Quincy,urban,2169,MA,42.248386,-71.0022792,Middleborough,2346.0,MA,2016_9_1_13_bsEiD,yes,MechanicalTurkProject,41.8931576,-70.9111517
1216,16,F,white,Merchandiser,assoc,3,3,Halifax,rural,2338,MA,42.003513,-70.8633336,Halifax,rural,2338,MA,42.003513,-70.8633336,Halifax,2338.0,MA,2016_9_1_13_FCNEv,yes,MechanicalTurkProject,41.9909554,-70.8620224
1217,17,F,white,homemaker,high,4,2,Derry,suburban,3038,NH,42.8927614,-71.2767629,Derry,suburban,3038,NH,42.8927614,-71.2767629,Derry,3038.0,NH,2016_9_1_13_NZTPL,yes,MechanicalTurkProject,42.8808677,-71.3264492
1218,18,M,white,Cashier,somecoll,5,3,Framingham,suburban,1701,MA,42.3201685,-71.440409,Framingham,suburban,1701,MA,42.3201685,-71.440409,Lowell,1854.0,MA,2016_9_1_13_TTIFR,yes,MechanicalTurkProject,42.6414437,-71.3085329
1219,19,F,white,Management Supervisor,bach,2,4,New Milford,suburban,6776,CT,41.6013201,-73.4228319,New Milford,suburban,6776,CT,41.6013201,-73.4228319,Monroe,6468.0,CT,2016_9_1_13_uxPNA,no,MechanicalTurkProject,41.3325962,-73.2073358
1220,20,F,white,Counselor,grad,3,5,Burlington,suburban,5401,VT,44.4766215,-73.2099981,Essex,suburban,5452,VT,44.5388717,-73.0500851,Burlington,5401.0,VT,2016_9_1_13_VHXGy,no,MechanicalTurkProject,44.4761601,-73.212906
1221,21,F,white,Laboratory Animal Technician,somecoll,3,3,Brewer,suburban,4412,ME,44.7846941,-68.7350722,Winterport,rural,4496,ME,44.6503837,-68.9088903,Winterport,4496.0,ME,2016_9_1_14_FkTos,yes,MechanicalTurkProject,44.6380042,-68.8452778
1222,22,F,white,freelance consultant,bach,3,4,Brookline,suburban,2446,MA,42.3435034,-71.1222479,Brookline,suburban,2446,MA,42.3435034,-71.1222479,Boston,2119.0,MA,2016_9_1_14_JvEUr,no,MechanicalTurkProject,42.3554334,-71.060511
1223,23,F,black,Document & Data Management Specialist,somecoll,3,3,Providence,urban,2903,RI,41.8182303,-71.4090877,Providence,urban,2903,RI,41.8182303,-71.4090877,Providence,2908.0,RI,2016_9_1_14_lEFvy,yes,MechanicalTurkProject,41.8239891,-71.4128343
1224,24,F,white,Transcriber,somecoll,4,3,Rockport,suburban,1966,MA,42.6407135,-70.620249,Rockport,suburban,1966,MA,42.6407135,-70.620249,Brooklyn,11233.0,NY,2016_9_1_14_MaKHo,yes,MechanicalTurkProject,40.6526006,-73.9497211
1225,25,M,white,Director of Financial Aid,bach,2,4,Lynn,urban,1905,MA,42.4659985,-70.9757922,Lynn,urban,1905,MA,42.4659985,-70.9757922,Malden,2148.0,MA,2016_9_1_14_WDcDB,yes,MechanicalTurkProject,42.4268484,-71.0683741
1226,26,F,black,ACTRESS,bach,1,4,BOSTON,urban,2125,MA,42.3157481,-71.0558957,DORCHESTER,urban,2120,MA,42.3320907,-71.0965454,BOSTON,2120.0,MA,2016_9_1_15_QaIGb,no,MechanicalTurkProject,42.3554334,-71.060511
1227,27,F,white,Greenskeeper,bach,4,4,Greenville,rural,4442,ME,45.497827,-69.7272741,Greenville,rural,4442,ME,45.497827,-69.7272741,Bath,4530.0,ME,2016_9_1_15_YAlZd,yes,MechanicalTurkProject,43.9133661,-69.8140298
1228,28,F,white,manager,somecoll,2,3,Hamden,suburban,6518,CT,41.4308322,-72.9120209,Hamden,suburban,6518,CT,41.4308322,-72.9120209,New York City,10038.0,NY,2016_9_1_16_BYjSf,yes,MechanicalTurkProject,40.7127281,-74.0060152
1229,29,F,white,Small Business Owner,bach,2,4,Colchester,suburban,5446,VT,44.5412554,-73.1844116,Woodbury,rural,5681,VT,44.4532088,-72.4071441,Burlington,5408.0,VT,2016_9_1_16_eFtsO,yes,MechanicalTurkProject,44.4761601,-73.212906
1230,30,F,white,Math Tutor,bach,3,4,Cromwell,suburban,6416,CT,41.6166566,-72.6615859,Oxford,suburban,6478,CT,41.4440006,-73.1479992,Oxford,6478.0,CT,2016_9_1_16_hJcBS,yes,MechanicalTurkProject,41.4351795,-73.1172769
1231,31,F,white,Research Assistant,bach,3,4,Westwood,suburban,2090,MA,42.2196447,-71.2167692,Westwood,suburban,2090,MA,42.2196447,-71.2167692,Amherst,1002.0,MA,2016_9_1_17_KUjOB,yes,MechanicalTurkProject,42.3731948,-72.5198761
1232,32,M,white,Nurse,high,1,2,Warwick,suburban,2889,RI,41.7005907,-71.3769271,Warwick,suburban,2889,RI,41.7005907,-71.3769271,East Greenwich,2818.0,RI,2016_9_1_17_viNkx,yes,MechanicalTurkProject,41.6603788,-71.4558911
1233,33,F,white,Quality Assurance,bach,3,4,Weston,suburban,6883,CT,41.2273991,-73.3665225,Weston,suburban,6883,CT,41.2273991,-73.3665225,Madison,53719.0,WI,2016_9_1_17_yYgvf,yes,MechanicalTurkProject,43.074761,-89.3837613
1234,34,F,white,administrative assistant,bach,3,4,Trumbull,suburban,6611,CT,41.2678613,-73.2136914,Trumbull,suburban,6611,CT,41.2678613,-73.2136914,Trumbull,6611.0,CT,2016_9_1_17_zDIEi,yes,MechanicalTurkProject,41.2428742,-73.2006687
1235,35,F,white,Corporate,somecoll,3,3,Enfield,suburban,6082,CT,41.983993,-72.5555531,Enfield,suburban,6082,CT,41.983993,-72.5555531,Enfield,6082.0,CT,2016_9_1_18_iWjGE,yes,MechanicalTurkProject,41.9767721,-72.5917113
1236,36,F,white,Project Coordinator,bach,2,4,Arlington,suburban,2476,MA,42.4156366,-71.17567,Arlington,suburban,2476,MA,42.4156366,-71.17567,Arlington,2474.0,MA,2016_9_1_18_mzNVr,yes,MechanicalTurkProject,42.4153739,-71.1564428
1237,37,F,vietnamese,Data Analyst,bach,3,4,Quincy,urban,2169,MA,42.248386,-71.0022792,Quincy,urban,2169,MA,42.248386,-71.0022792,Quincy,2169.0,MA,2016_9_1_18_nbKPW,yes,MechanicalTurkProject,42.2509914,-71.0037374
1238,38,M,white,claims adjuser,somecoll,3,3,west warwick,suburban,2893,RI,41.6790059,-71.5186877,west warwick,suburban,2893,RI,41.6790059,-71.5186877,west warwick,2893.0,RI,2016_9_1_18_Qbcqa,no,MechanicalTurkProject,41.7061296,-71.5221451
1239,39,M,white,Warehouse Manager,somecoll,4,3,New Bedford,suburban,2745,MA,41.700737,-70.9505465,Ware,rural,1082,MA,42.2935327,-72.2785992,New Bedford,2745.0,MA,2016_9_1_18_uWgpT,yes,MechanicalTurkProject,41.6362152,-70.934205
1240,40,M,white,it,somecoll,4,3,Berlin,suburban,6037,CT,41.6054768,-72.7784592,Berlin,suburban,6037,CT,41.6054768,-72.7784592,Berlin,6037.0,CT,2016_9_1_20_DHytX,yes,MechanicalTurkProject,41.621488,-72.7456519
1241,41,M,white,Finance Specialist,assoc,3,3,Cranston,suburban,2910,RI,41.7749988,-71.4355935,Johnston,suburban,2919,RI,41.8274402,-71.5198792,Johnston,2919.0,RI,2016_9_1_21_NjDKI,yes,MechanicalTurkProject,41.8310404,-71.5412101
1242,42,F,otherhisp,Human Services Case Manager,assoc,2,3,NORWALK,urban,6854,CT,41.0839099,-73.426615,NORWALK,suburban,6854,CT,41.0839099,-73.426615,NORWALK,6854.0,CT,2016_9_1_21_tUMRk,yes,MechanicalTurkProject,41.1175966,-73.4078968
1243,43,F,white,Financial Analyst,bach,3,4,Tolland,suburban,6084,CT,41.8830194,-72.3588694,Tolland,suburban,6084,CT,41.8830194,-72.3588694,Storrs,6269.0,CT,2016_9_1_21_VPZKl,yes,MechanicalTurkProject,41.8056456,-72.2541329
1244,44,F,black,exec. asst,grad,3,5,Brockton,urban,2301,MA,42.0783714,-71.0423041,brockton,urban,2301,MA,42.0783714,-71.0423041,poultney,5764.0,VT,2016_9_2_0_MQxKL,yes,MechanicalTurkProject,43.5172045,-73.2363024
1245,45,F,white,Software engineer,somecoll,3,3,Southbury,suburban,6488,CT,41.476862,-73.2300815,Southbury,suburban,6488,CT,41.476862,-73.2300815,Somerville,2143.0,CT,2016_9_2_2_PnvAG,yes,MechanicalTurkProject,41.1345255,-73.2611887
1246,46,M,white,Sales,somehigh,3,1,Manchester,suburban,6042,CT,41.8027516,-72.521008,Manchester,suburban,6042,CT,41.8027516,-72.521008,Manchester,6042.0,CT,2016_9_2_5_JexFQ,yes,MechanicalTurkProject,41.7834017,-72.5231973
1247,47,F,white,Cashier ,assoc,5,3,Newton,suburban,2461,MA,42.3173616,-71.2065077,Newton,suburban,2461,MA,42.3173616,-71.2065077,Newton,2461.0,MA,2016_9_2_7_jQNfn,yes,MechanicalTurkProject,42.3370414,-71.2092214
1248,48,F,white,Case Manager,bach,2,4,Gorham,rural,4038,ME,43.7036174,-70.4637804,Gorham,rural,4038,ME,43.7036174,-70.4637804,Northfield,5663.0,VT,2016_9_2_7_oSKTd,yes,MechanicalTurkProject,44.1486362,-72.6569682
1249,49,F,white,waitress,bach,5,4,Killingworth,rural,6419,CT,41.3744187,-72.5783279,Killingworth,rural,6419,CT,41.3744187,-72.5783279,Killingworth,6419.0,CT,2016_9_2_8_COraJ,yes,MechanicalTurkProject,41.3581545,-72.5637023
1250,50,F,white,Editor,bach,3,4,North Haven,suburban,6473,CT,41.3813273,-72.8563475,North Haven,suburban,6473,CT,41.3813273,-72.8563475,Burlington,5401.0,VT,2016_9_2_8_JeCoN,yes,MechanicalTurkProject,44.4761601,-73.212906
1251,51,F,white,Production Assistant ,bach,3,4,Auburn,suburban,3032,NH,42.9972613,-71.3634244,Groton,suburban,6340,CT,41.357477,-72.0417795,Manchester,3103.0,NH,2016_9_2_8_VDiCg,no,MechanicalTurkProject,42.9956397,-71.4547891
1253,53,F,white,marketing,somecoll,3,3,Trumbull,suburban,6611,CT,41.2678613,-73.2136914,Trumbull,suburban,6611,CT,41.2678613,-73.2136914,Shelton,6484.0,CT,2016_9_2_8_YrdmB,no,MechanicalTurkProject,41.3164856,-73.0931641
1254,54,M,white,sales,high,3,2,Winterport,rural,4496,ME,44.6503837,-68.9088903,Winterport,rural,4496,ME,44.6503837,-68.9088903,Winterport,4496.0,ME,2016_9_2_9_JXvOf,yes,MechanicalTurkProject,44.6380042,-68.8452778
1255,55,M,white,Financial Manager,bach,2,4,Lynn,urban,1905,MA,42.4659985,-70.9757922,lynn,urban,1905,MA,42.4659985,-70.9757922,Westwood,2090.0,MA,2016_9_2_9_tCBEW,yes,MechanicalTurkProject,42.2186913,-71.2233829
1256,56,F,white,Customer Service Manager,somecoll,2,3,Branford,suburban,6405,CT,41.2850011,-72.7935493,Branford,suburban,6405,CT,41.2850011,-72.7935493,Branford,6405.0,CT,2016_9_2_10_ckpCm,yes,MechanicalTurkProject,41.2795414,-72.8150989
1257,57,F,white,Advanced EMT,somecoll,1,3,Orland,rural,4472,ME,44.5760955,-68.670122,Orland,rural,4472,ME,44.5760955,-68.670122,Orland,4472.0,ME,2016_9_2_10_mmlOJ,yes,MechanicalTurkProject,44.5703522,-68.7358642
1258,58,M,white,Sales Associate,somecoll,3,3,Milford,rural,3055,NH,42.8186453,-71.6733537,Milford,rural,3055,NH,42.8186453,-71.6733537,Keene,3435.0,NH,2016_9_2_10_OLaUC,yes,MechanicalTurkProject,42.933597,-72.2784264
1259,59,F,white,Self-Employed,bach,4,4,Dover,suburban,3820,NH,43.1906583,-70.8876551,Waterville,suburban,4901,ME,44.5410987,-69.5730117,Waterville,4901.0,ME,2016_9_2_10_pNOLi,yes,MechanicalTurkProject,44.5505773,-69.6303174
1260,60,F,white,farmer,somecoll,4,3,Hampden,rural,4444,ME,44.7289801,-68.9499635,Hampden,rural,4444,ME,44.7289801,-68.9499635,New York,10011.0,NY,2016_9_2_10_SiSMX,yes,MechanicalTurkProject,40.7127281,-74.0060152
1261,61,M,white,production,high,3,2,Randolph,rural,2368,MA,42.1764456,-71.0515674,Holbrook,rural,2343,MA,42.1402413,-70.997302,Holbrook,2343.0,MA,2016_9_2_11_oGUgM,yes,MechanicalTurkProject,42.1552232,-71.008958
1262,62,F,white,Freelance Writer,bach,3,4,Old Town,suburban,4468,ME,45.0246733,-68.7345336,Old Town,suburban,4468,ME,45.0246733,-68.7345336,Orono,4469.0,ME,2016_9_2_11_RbRnW,yes,MechanicalTurkProject,44.883607,-68.672791
1263,63,F,white,nurse,assoc,1,3,12,rural,4901,ME,44.5410987,-69.5730117,waterville,rural,4901,ME,44.5410987,-69.5730117,waterville,4901.0,ME,2016_9_2_12_Cxdsj,yes,MechanicalTurkProject,44.5505773,-69.6303174
1264,64,F,white,Engineer,grad,4,5,Hartland,rural,4943,ME,44.8798231,-69.5205004,Hartland,rural,4943,ME,44.8798231,-69.5205004,Worcester,1609.0,MA,2016_9_2_12_njRkr,no,MechanicalTurkProject,42.2625621,-71.8018877
1265,65,F,white,Self-employed,bach,4,4,Sandy Hook,suburban,6482,CT,41.4081362,-73.2424846,Ridgefield,suburban,6877,CT,41.310803,-73.499837,Albany,12222.0,NY,2016_9_2_12_ykres,yes,MechanicalTurkProject,42.6511674,-73.754968
1267,67,F,white,Student,somecoll,3,3,Hingham,suburban,2043,MA,42.2160985,-70.8812702,Hingham,suburban,2043,MA,42.2160985,-70.8812702,Newton,2467.0,MA,2016_9_2_19_jiCVg,yes,MechanicalTurkProject,42.3370414,-71.2092214
1268,68,F,otherhisp,Student,somecoll,3,3,South Boston,urban,2127,MA,42.3349918,-71.0390934,Roxbury,urban,2119,MA,42.3240256,-71.0850214,Roxbury,2119.0,MA,2016_9_2_19_NkCkZ,yes,MechanicalTurkProject,42.3289067,-71.0850853
1269,69,M,white,analyst,assoc,3,3,Lowell,urban,1850,MA,42.6560445,-71.3033091,Lowell,urban,1850,MA,42.6560445,-71.3033091,Fort Sam Houston,78234.0,TX,2016_9_2_19_qTRfh,yes,MechanicalTurkProject,29.4623452,-98.4320532
1271,71,M,white,Film Editor,somecoll,3,3,warwick,suburban,2888,RI,41.7476708,-71.4061184,warwick,suburban,2888,RI,41.7476708,-71.4061184,warwick,2888.0,RI,2016_9_2_20_ecZJj,yes,MechanicalTurkProject,41.6992717,-71.4586114
1272,72,F,white,physical therapist ,grad,3,5,Lakeville ,rural,6039,CT,41.952698,-73.4586264,Lakeville,rural,6039,CT,41.952698,-73.4586264,Burlington,5401.0,VT,2016_9_2_20_wpzar,yes,MechanicalTurkProject,44.4761601,-73.212906
1273,73,M,vietnamese,Research engineer,bach,3,4,Haverhill,suburban,1832,MA,42.791114,-71.1328585,Haverhill,suburban,1832,MA,42.791114,-71.1328585,Methuen,1844.0,MA,2016_9_2_22_tXkSQ,yes,MechanicalTurkProject,42.7262016,-71.1908924
1274,74,F,white,territory Manager,bach,4,4,East Granby,suburban,6026,CT,41.929719,-72.7453784,East Granby,suburban,6026,CT,41.929719,-72.7453784,East Hampton,6424.0,CT,2016_9_2_22_wJGFv,yes,MechanicalTurkProject,41.5758442,-72.5024804
1275,75,F,other,Hostess,bach,4,4,Quincy,suburban,2169,MA,42.248386,-71.0022792,Quincy,suburban,2169,MA,42.248386,-71.0022792,Quincy,2169.0,MA,2016_9_3_1_XkNZf,yes,MechanicalTurkProject,42.2509914,-71.0037374
1276,76,M,white,hospitality,assoc,4,3,Birch Harbor,rural,4613,ME,44.3775599,-68.0296059,Birch Harbor ,rural,4613,ME,44.3775599,-68.0296059,Birch Harbor ,4613.0,ME,2016_9_3_2_JUSMM,yes,MechanicalTurkProject,44.3893998,-68.0398259
1277,77,F,white,Receptionist/hospitality,bach,3,4,Swanzey,rural,3446,NH,42.8582713,-72.2963597,Swanzey,rural,3446,NH,42.8582713,-72.2963597,Swanzey,3446.0,NH,2016_9_3_11_nlcow,yes,MechanicalTurkProject,42.8723464,-72.3290406
1278,78,F,white,Recruiting coordinator,assoc,2,3,old town ,rural,4468,ME,45.0246733,-68.7345336,old town ,rural,4468,ME,45.0246733,-68.7345336,brewer,4412.0,ME,2016_9_3_11_vyxTE,yes,MechanicalTurkProject,44.7967947,-68.7621574
1279,79,M,white,aircraft technician,bach,4,4,bangor,suburban,4401,ME,44.8485167,-68.8504049,hampden,rural,4444,ME,44.7289801,-68.9499635,bangor,4401.0,ME,2016_9_3_12_eYlJw,yes,MechanicalTurkProject,44.8016255,-68.7713289
1280,80,F,white,Administrative Assistant - part time at a church,bach,3,4,Warren,rural,4864,ME,44.128546,-69.2431925,Bangor,urban,4401,ME,44.8485167,-68.8504049,Bangor,4401.0,ME,2016_9_3_13_RddCc,yes,MechanicalTurkProject,44.8016255,-68.7713289
1281,81,M,white,Process Engineer,grad,3,5,Attleboro,rural,2703,MA,41.9316531,-71.2945028,Attleboro,rural,2703,MA,41.9316531,-71.2945028,Cranston,2910.0,RI,2016_9_3_14_XFvXi,yes,MechanicalTurkProject,41.779588,-71.4366813
1282,82,F,white,Sales Associate,assoc,3,3,Meriden,suburban,6451,CT,41.5419056,-72.8234089,meriden,suburban,6451,CT,41.5419056,-72.8234089,meriden,6451.0,CT,2016_9_3_15_HrcdI,yes,MechanicalTurkProject,41.5381535,-72.8070435
1283,83,M,white,Financial Analyst,bach,3,4,Woonsocket,suburban,2895,RI,42.0017058,-71.4999487,North Smithfield,suburban,2896,RI,41.9751863,-71.5440692,North Smithfield,2896.0,RI,2016_9_3_15_SIkFQ,yes,MechanicalTurkProject,41.9667652,-71.5495071
1284,84,M,white,Copywriter,somecoll,3,3,North Haven,suburban,6473,CT,41.3813273,-72.8563475,Hamden,suburban,6518,CT,41.4308322,-72.9120209,Hamden,6518.0,CT,2016_9_3_16_eEnyX,yes,MechanicalTurkProject,41.3836233,-72.9020069
1285,85,F,white,Freelancer,grad,3,5,Spencer,suburban,1562,MA,42.2472111,-71.9918667,Spencer,suburban,1562,MA,42.2472111,-71.9918667,Boston ,,MA,2016_9_3_17_QAJaa,yes,MechanicalTurkProject,42.3554334,-71.060511
1286,86,F,white,Medical Secretary,somecoll,3,3,Acushnet,suburban,2743,MA,41.7182175,-70.9011509,Acushnet,suburban,2743,MA,41.7182175,-70.9011509,New Bedford,2740.0,MA,2016_9_3_19_VmnsZ,yes,MechanicalTurkProject,41.6362152,-70.934205
1288,88,M,white,HVAC Technician,somecoll,4,3,Lowell,suburban,1851,MA,42.6278117,-71.3353295,Lowell,urban,1851,MA,42.6278117,-71.3353295,Lowell,1851.0,MA,2016_9_4_9_crqpT,yes,MechanicalTurkProject,42.6414437,-71.3085329
1289,89,F,white,teacher,bach,3,4,"Northborough, MA",suburban,1532,MA,42.3233423,-71.6462358,"Northborough, MA",suburban,1532,MA,42.3233423,-71.6462358,"Allston, MA",2134.0,MA,2016_9_4_9_XmicH,yes,MechanicalTurkProject,42.3555375,-71.1327494
1290,90,F,white,Behavioral specialist,bach,3,4,Cranston,urban,2905,RI,41.7847251,-71.3961034,Richmond,rural,2812,RI,41.4789476,-71.6523336,Richmond,2812.0,RI,2016_9_4_10_YNvwA,no,MechanicalTurkProject,41.4998322,-71.660263
1291,91,F,white,Civil engineer,somecoll,4,3,Rocky Hill,suburban,6067,CT,41.6566243,-72.6617787,Rocky Hill,suburban,6067,CT,41.6566243,-72.6617787,Philadelphia,19122.0,PA,2016_9_4_14_FLIxV,yes,MechanicalTurkProject,39.9527237,-75.1635262
1292,92,F,white,Direct Care Professional,bach,3,4,Rockland,suburban,2370,MA,42.1303994,-70.9106147,Rockland,suburban,2370,MA,42.1303994,-70.9106147,Plympton,2367.0,MA,2016_9_4_15_nooLP,yes,MechanicalTurkProject,41.9528802,-70.8144837
1293,93,F,white,Graphic Artist,assoc,3,3,Worcester,suburban,1605,MA,42.2896832,-71.7877932,Worcester,suburban,1605,MA,42.2896832,-71.7877932,Worcester,1605.0,MA,2016_9_4_18_izFkN,yes,MechanicalTurkProject,42.2625621,-71.8018877
1294,94,F,white,Author,somecoll,3,3,Mystic,suburban,6355,CT,41.3668992,-71.9763715,Mystic,suburban,6355,CT,41.3668992,-71.9763715,New London,6320.0,CT,2016_9_4_18_rhuxf,yes,MechanicalTurkProject,41.3556187,-72.0997804
1295,95,M,white,Marketing ,bach,3,4,Boxford,suburban,1921,MA,42.6831083,-71.0183302,Boxford ,suburban,1921,MA,42.6831083,-71.0183302,Geneva ,14456.0,NY,2016_9_4_19_Fnucu,no,MechanicalTurkProject,42.8690271,-76.9786122
1296,96,F,white,BILLING CLERK,assoc,3,3,FALL RIVER,urban,2721,MA,41.6751253,-71.148281,FALL RIVER,urban,2721,MA,41.6751253,-71.148281,FALL RIVER,2721.0,MA,2016_9_4_22_LaljV,yes,MechanicalTurkProject,41.7010642,-71.1546367
1297,97,F,white,scale operator,bach,3,4,Willimantic,rural,6226,CT,41.7082378,-72.2085491,Willimantic,rural,6226,CT,41.7082378,-72.2085491,Willimantic,6226.0,CT,2016_9_4_23_YWGCG,yes,MechanicalTurkProject,41.7121364,-72.2147434
1299,99,M,white,Court Officer,somecoll,3,3,Burlington,urban,5401,VT,44.4766215,-73.2099981,Burlington,urban,5401,VT,44.4766215,-73.2099981,Saint Albans,5478.0,VT,2016_9_5_8_xeljK,yes,MechanicalTurkProject,44.8107911,-73.0833607
1300,100,M,white,retired,grad,6,5,New Britain,suburban,6053,CT,41.6880391,-72.7934689,New Britain,suburban,6053,CT,41.6880391,-72.7934689,New Britain,6053.0,CT,2016_9_5_10_ngTMg,yes,MechanicalTurkProject,41.6612104,-72.7795419
1301,101,M,white,Package Handler,somecoll,5,3,Winsted,rural,6098,CT,41.9561894,-73.0863642,Winsted,rural,6098,CT,41.9561894,-73.0863642,Winsted,6098.0,CT,2016_9_5_10_zaahU,yes,MechanicalTurkProject,41.9212066,-73.0601078
1302,102,F,white,Cashier,bach,5,4,Auburn,suburban,4210,ME,44.0845366,-70.2496493,Belmont,suburban,3220,NH,43.4745964,-71.4823721,Allenstown,3275.0,NH,2016_9_5_11_xhUyV,yes,MechanicalTurkProject,43.1275077,-71.4321179
1303,103,F,white,Customer Service Representative,somecoll,3,3,Bangor,suburban,4401,ME,44.8485167,-68.8504049,Levant,rural,4456,ME,44.8768808,-68.9967112,Bangor,4401.0,ME,2016_9_5_13_vWzfR,yes,MechanicalTurkProject,44.8016255,-68.7713289
1304,104,M,white,Hannaford Service Clerk,somecoll,3,3,Bremen,rural,4551,ME,43.9757142,-69.4306608,bremen,rural,4551,ME,43.9757142,-69.4306608,Damariscotta,4543.0,ME,2016_9_5_13_ZbqYP,yes,MechanicalTurkProject,44.0327531,-69.5315214
1305,105,M,white,Electron Beam Welder,somecoll,4,3,Manchester,suburban,6040,CT,41.7614154,-72.525608,Manchester,suburban,6040,CT,41.7614154,-72.525608,Manchester,6042.0,CT,2016_9_5_15_gGtyz,yes,MechanicalTurkProject,41.7834017,-72.5231973
1306,106,M,white,research assistant,grad,3,5,Northbridge,suburban,1534,MA,42.1420737,-71.6433476,Northbridge,suburban,1534,MA,42.1420737,-71.6433476,Minneapolis,55414.0,MN,2016_9_5_15_uZwrl,no,MechanicalTurkProject,44.9772995,-93.2654692
1307,107,F,white,Admininstrative Assistant,high,3,2,Manchester,urban,3103,NH,42.950538,-71.4465468,Manchester,urban,3103,NH,42.950538,-71.4465468,Hooksett,3106.0,NH,2016_9_5_16_kEPgk,yes,MechanicalTurkProject,43.0939589,-71.462516
1308,108,F,white,Self employed,assoc,4,3,Acworth,rural,3607,NH,43.1965104,-72.2683534,Claremont,urban,3743,NH,43.3607254,-72.3269286,Keene,3431.0,NH,2016_9_6_7_GUEet,yes,MechanicalTurkProject,42.933597,-72.2784264
1309,109,F,white,Adminsitrative,bach,3,4,"Sandwich, MA",rural,2644,MA,41.6834882,-70.5107856,"Sandwich, MA",rural,2644,MA,41.6834882,-70.5107856,"Hyde Park, MA",2134.0,MA,2016_9_6_8_WARgM,no,MechanicalTurkProject,42.2556543,-71.1244963
